e,b,vi,ji,n12,n23,n31,nd,nc,v,vw,j,jw,delta_e
40000.0,0.25,3.0,3,1,0,0,0,0,3.0,3.127e-14,5.0,4.940e-03,3.0515051180346475e-09
40000.0,0.25,3.0,3,1,0,0,0,0,6.0,4.211e-32,13.0,6.823e-36,-1.0370934111492147e-09
40000.0,0.25,3.0,3,0,0,0,1,0,0,0.000e+00,0,0.000e+00,6.062565310882562e-09
40000.0,0.25,3.0,3,1,0,0,0,0,-0.0,3.137e-02,8.0,2.780e+00,-1.1132902696942004e-08
40000.0,0.5,3.0,3,0,0,0,1,0,0,0.000e+00,0,0.000e+00,1.0298424023280628e-09
40000.0,0.5,3.0,3,0,0,0,1,0,0,0.000e+00,0,0.000e+00,1.1378995037891748e-09
40000.0,0.5,3.0,3,0,0,1,0,0,16.0,2.532e-42,20.0,3.047e-25,8.929985188810274e-10
40000.0,0.5,3.0,3,1,0,0,0,0,6.0,1.946e-33,21.0,2.104e-17,-3.110601831668447e-09
40000.0,0.5,3.0,3,0,0,1,0,0,2.0,2.841e+00,17.0,1.501e-07,2.0281158696899837e-10
40000.0,0.5,3.0,3,1,0,0,0,0,1.0,4.613e-24,23.0,2.466e-16,-7.970993184946984e-09
40000.0,0.5,3.0,3,0,0,1,0,0,14.0,1.225e-13,10.0,2.233e-10,6.895665566331033e-10
40000.0,0.5,3.0,3,1,0,0,0,0,6.0,6.313e-06,5.0,3.864e-16,2.496791218220551e-09
40000.0,0.5,3.0,3,1,0,0,0,0,6.0,1.126e+01,10.0,2.299e-28,-1.0952716511525296e-10
40000.0,0.5,3.0,3,1,0,0,0,0,7.0,4.664e-09,3.0,8.475e-30,3.3824748280064654e-09
40000.0,0.75,3.0,3,0,0,0,1,0,0,0.000e+00,0,0.000e+00,1.0548869902593516e-09
40000.0,0.75,3.0,3,0,1,0,0,0,4.0,1.935e-31,15.0,1.642e-01,1.2641953039960185e-09
40000.0,0.75,3.0,3,0,0,0,1,0,0,0.000e+00,0,0.000e+00,1.028343306341828e-09
40000.0,0.75,3.0,3,1,0,0,0,0,1.0,1.485e-20,20.0,5.150e-04,-2.0513722637227616e-08
40000.0,0.75,3.0,3,1,0,0,0,0,3.0,6.513e+00,7.0,3.078e-35,2.368427398646844e-10
40000.0,0.75,3.0,3,1,0,0,0,0,9.0,1.035e-19,5.0,5.313e+00,2.1639090658220894e-09
40000.0,0.75,3.0,3,1,0,0,0,0,4.0,2.619e-26,7.0,7.399e-17,3.038995721738047e-10
40000.0,0.75,3.0,3,1,0,0,0,0,5.0,1.479e-02,8.0,9.413e-32,1.1456991882985434e-09
40000.0,0.75,3.0,3,1,0,0,0,0,8.0,6.681e-29,5.0,1.167e+00,2.761497572278948e-09
40000.0,0.75,3.0,3,1,0,0,0,0,9.0,2.138e-40,2.0,8.370e+00,2.937488544074718e-09
40000.0,1.0,3.0,3,0,0,0,1,0,0,0.000e+00,0,0.000e+00,1.1797402291180425e-09
40000.0,1.0,3.0,3,0,0,0,1,0,0,0.000e+00,0,0.000e+00,1.0172651332407412e-09
40000.0,1.0,3.0,3,0,1,0,0,0,2.0,1.870e-19,18.0,2.594e+00,4.951693222121634e-10
40000.0,1.0,3.0,3,1,0,0,0,0,0.0,1.132e+00,8.0,3.363e-02,-1.289792911363108e-08
40000.0,1.0,3.0,3,1,0,0,0,0,11.0,1.011e-19,8.0,1.027e-09,7.058544027049862e-11
40000.0,1.0,3.0,3,1,0,0,0,0,9.0,1.333e+00,10.0,2.283e-11,-3.008120003089587e-10
40000.0,1.0,3.0,3,1,0,0,0,0,2.0,8.104e-13,4.0,5.787e-09,4.977158685193217e-10
40000.0,1.0,3.0,3,1,0,0,0,0,3.0,1.109e+01,18.0,8.579e-31,-4.8813022790472615e-09
40000.0,1.0,3.0,3,1,0,0,0,0,1.0,7.893e-31,12.0,2.434e-30,-4.329705413641527e-09
40000.0,1.0,3.0,3,1,0,0,0,0,5.0,2.003e-07,16.0,1.420e-21,-3.2373133063146042e-09
40000.0,1.25,3.0,3,0,0,1,0,0,3.0,9.195e-26,21.0,3.790e+00,6.326785206844932e-10
40000.0,1.25,3.0,3,1,0,0,0,0,3.0,1.099e+01,28.0,5.516e-09,-1.0238769693193817e-09
40000.0,1.25,3.0,3,1,0,0,0,0,11.0,9.418e-18,9.0,4.715e-24,-1.1095659807613956e-09
40000.0,1.25,3.0,3,1,0,0,0,0,1.0,6.936e-19,7.0,7.056e-24,-1.2563404705456804e-08
40000.0,1.25,3.0,3,1,0,0,0,0,3.0,1.017e-02,11.0,8.952e-09,-2.3772394053267476e-09
40000.0,1.25,3.0,3,1,0,0,0,0,2.0,3.170e-26,6.0,2.351e-37,1.6576494343834014e-09
40000.0,1.25,3.0,3,1,0,0,0,0,3.0,8.350e-05,10.0,1.120e+01,-1.2357319195688277e-09
40000.0,1.25,3.0,3,1,0,0,0,0,5.0,9.952e-15,10.0,1.544e-18,7.806891105799352e-10
40000.0,1.25,3.0,3,0,0,0,1,0,0,0.000e+00,0,0.000e+00,1.091570115546725e-09
40000.0,1.25,3.0,3,1,0,0,0,0,8.0,8.489e-32,12.0,6.983e-09,-5.040319828175654e-10
40000.0,1.5,3.0,3,0,0,0,1,0,0,0.000e+00,0,0.000e+00,1.0874011725781063e-09
40000.0,1.5,3.0,3,0,0,1,0,0,3.0,4.579e-07,30.0,1.399e-13,4.104660222825629e-10
40000.0,1.5,3.0,3,0,1,0,0,0,6.0,8.960e-02,24.0,6.281e-07,8.154417141525983e-10
40000.0,1.5,3.0,3,1,0,0,0,0,8.0,2.051e-24,14.0,9.013e-05,-1.685410450091851e-09
40000.0,1.5,3.0,3,1,0,0,0,0,0.0,4.207e+00,3.0,9.847e-19,-1.1500799854124999e-08
40000.0,1.5,3.0,3,1,0,0,0,0,11.0,7.940e-06,4.0,1.971e-03,1.2748690644825977e-09
40000.0,1.5,3.0,3,1,0,0,0,0,8.0,1.299e-10,14.0,2.954e-01,-1.3351851707588125e-09
40000.0,1.5,3.0,3,1,0,0,0,0,7.0,1.471e-36,15.0,5.303e-12,-1.883423986215327e-09
40000.0,1.5,3.0,3,0,0,1,0,0,9.0,1.423e-01,39.0,4.746e-23,6.267653063218859e-10
40000.0,1.5,3.0,3,1,0,0,0,0,3.0,8.448e-05,14.0,3.409e-12,-3.5369984857647196e-09
40000.0,1.75,3.0,3,0,0,1,0,0,14.0,3.016e+00,29.0,1.840e-03,1.0979061687566016e-09
40000.0,1.75,3.0,3,0,0,1,0,0,13.0,4.297e-12,34.0,1.033e-06,8.424635919435097e-10
40000.0,1.75,3.0,3,0,0,1,0,0,11.0,6.688e-09,9.0,3.796e-03,1.2870451232549485e-09
40000.0,1.75,3.0,3,0,0,1,0,0,7.0,3.607e-29,22.0,6.133e-01,9.344589546600446e-10
40000.0,1.75,3.0,3,1,0,0,0,0,5.0,2.214e-14,24.0,3.053e-15,-2.3206679911069727e-09
40000.0,1.75,3.0,3,1,0,0,0,0,10.0,9.862e-11,7.0,6.912e-25,7.72048217023702e-10
40000.0,1.75,3.0,3,1,0,0,0,0,3.0,5.408e-24,12.0,5.203e-18,-1.446623487666443e-09
40000.0,1.75,3.0,3,0,1,0,0,0,4.0,4.878e-06,36.0,6.750e-01,6.133724084200765e-10
40000.0,1.75,3.0,3,1,0,0,0,0,5.0,4.110e-13,4.0,8.959e-20,3.0975791653897744e-09
40000.0,1.75,3.0,3,1,0,0,0,0,0.0,1.940e-16,5.0,2.451e-36,-1.2480875999365537e-08
40000.0,2.0,3.0,3,0,0,1,0,0,7.0,1.350e-09,31.0,1.447e-16,9.306432013911348e-10
40000.0,2.0,3.0,3,0,0,1,0,0,6.0,4.736e-29,29.0,1.524e-06,8.093236705808415e-10
40000.0,2.0,3.0,3,1,0,0,0,0,0.0,2.129e-40,8.0,8.997e-04,-1.4203476034202467e-08
40000.0,2.0,3.0,3,1,0,0,0,0,1.0,2.165e-21,11.0,8.632e+00,-3.167183043606414e-09
40000.0,2.0,3.0,3,1,0,0,0,0,2.0,9.547e+00,20.0,1.478e-03,-7.916377872674296e-09
40000.0,2.0,3.0,3,1,0,0,0,0,3.0,1.802e-23,13.0,6.288e-39,-2.389574843553177e-09
40000.0,2.0,3.0,3,1,0,0,0,0,4.0,6.986e-39,12.0,2.080e-02,-1.7914459776724456e-09
40000.0,2.0,3.0,3,1,0,0,0,0,4.0,1.647e-13,14.0,2.222e-05,-2.409050278706637e-09
40000.0,2.0,3.0,3,0,0,1,0,0,9.0,1.157e-35,34.0,6.897e-43,5.082377574350261e-10
40000.0,2.0,3.0,3,1,0,0,0,0,11.0,1.080e-02,3.0,7.367e-09,1.8562201498095732e-09
40000.0,2.25,3.0,3,0,0,0,1,0,0,0.000e+00,0,0.000e+00,1.0037249642547152e-09
40000.0,2.25,3.0,3,0,0,1,0,0,14.0,1.064e-06,11.0,3.629e-17,9.020734506592909e-10
40000.0,2.25,3.0,3,0,0,1,0,0,6.0,3.917e+00,11.0,2.139e-03,1.0352028609328379e-09
40000.0,2.25,3.0,3,1,0,0,0,0,1.0,6.111e-21,14.0,8.190e+00,-1.596127098546507e-08
40000.0,2.25,3.0,3,1,0,0,0,0,0.0,2.320e-10,11.0,4.746e-21,-1.6732361010629582e-08
40000.0,2.25,3.0,3,1,0,0,0,0,1.0,9.639e+00,15.0,3.661e-40,-6.988646730765602e-09
40000.0,2.25,3.0,3,1,0,0,0,0,0.0,3.992e-09,1.0,1.940e-10,-1.1582316411518079e-08
40000.0,2.25,3.0,3,1,0,0,0,0,4.0,1.181e-06,18.0,2.814e-11,-4.258581071114875e-09
40000.0,2.25,3.0,3,1,0,0,0,0,9.0,1.811e-02,12.0,8.569e+00,-1.162273735588748e-09
40000.0,2.25,3.0,3,1,0,0,0,0,9.0,5.057e-11,5.0,1.000e-28,2.786390285169915e-09
40000.0,2.5,3.0,3,0,0,0,1,0,0,0.000e+00,0,0.000e+00,9.345176785191533e-10
40000.0,2.5,3.0,3,0,0,1,0,0,3.0,1.386e+00,47.0,5.092e-02,1.1517383574632944e-10
40000.0,2.5,3.0,3,1,0,0,0,0,1.0,3.222e-34,16.0,6.701e-22,-2.14318294083915e-08
40000.0,2.5,3.0,3,1,0,0,0,0,-0.0,1.945e-38,16.0,2.370e-07,-2.9981812865731428e-09
40000.0,2.5,3.0,3,0,0,1,0,0,2.0,1.001e+01,25.0,3.420e-23,5.693832766384688e-10
40000.0,2.5,3.0,3,1,0,0,0,0,3.0,1.420e-03,16.0,8.349e+00,-4.193185701439894e-09
40000.0,2.5,3.0,3,1,0,0,0,0,6.0,7.278e+00,14.0,3.504e-22,-2.2343072253461216e-09
40000.0,2.5,3.0,3,1,0,0,0,0,7.0,2.240e-33,12.0,1.326e-29,-1.4397166236967962e-09
40000.0,2.5,3.0,3,1,0,0,0,0,5.0,5.402e-12,3.0,3.273e-05,3.461551059680268e-09
40000.0,2.5,3.0,3,1,0,0,0,0,3.0,6.390e+00,13.0,1.158e-26,-2.3957420908216065e-09
40000.0,2.75,3.0,3,0,0,1,0,0,1.0,1.043e-03,13.0,1.032e-13,-7.352324304932267e-10
40000.0,2.75,3.0,3,1,0,0,0,0,-0.0,5.850e-20,12.0,1.927e-07,-6.836965368850478e-09
40000.0,2.75,3.0,3,1,0,0,0,0,-0.0,9.932e-20,17.0,1.006e+01,-5.011803944077187e-09
40000.0,2.75,3.0,3,1,0,0,0,0,-0.0,1.097e+01,5.0,9.534e-01,-1.0956878029877437e-08
40000.0,2.75,3.0,3,1,0,0,0,0,1.0,1.204e-08,7.0,2.284e-09,-1.0673093284174762e-08
40000.0,2.75,3.0,3,1,0,0,0,0,3.0,2.785e-12,16.0,4.186e-08,-4.003499379234832e-09
40000.0,2.75,3.0,3,1,0,0,0,0,2.0,2.205e-14,9.0,1.432e-10,-1.1035350966359658e-09
40000.0,2.75,3.0,3,1,0,0,0,0,3.0,2.043e-09,11.0,2.653e-18,-1.574102723167492e-09
40000.0,2.75,3.0,3,1,0,0,0,0,1.0,2.298e-23,17.0,3.221e-01,-6.4859989046262e-09
40000.0,2.75,3.0,3,1,0,0,0,0,2.0,5.723e+00,24.0,7.144e-04,-5.8189005558428875e-09
40000.0,3.0,3.0,3,0,0,0,1,0,0,0.000e+00,0,0.000e+00,9.295116551455429e-10
40000.0,3.0,3.0,3,1,0,0,0,0,-0.0,2.531e-40,24.0,2.412e-32,-1.7732100454637134e-08
40000.0,3.0,3.0,3,1,0,0,0,0,1.0,9.502e-10,17.0,1.316e+00,-1.5755610136003462e-08
40000.0,3.0,3.0,3,1,0,0,0,0,0.0,1.258e-06,22.0,4.557e-05,-1.752022391054986e-08
40000.0,3.0,3.0,3,1,0,0,0,0,10.0,4.597e+00,11.0,8.048e-40,-9.795083077968059e-10
40000.0,3.0,3.0,3,1,0,0,0,0,1.0,1.458e-38,16.0,1.099e-15,-7.4406831807039e-09
40000.0,3.0,3.0,3,1,0,0,0,0,1.0,2.571e+00,5.0,1.534e-10,-8.606819978940194e-09
40000.0,3.0,3.0,3,1,0,0,0,0,2.0,3.195e+00,5.0,2.727e-37,1.2280606392911508e-09
40000.0,3.0,3.0,3,1,0,0,0,0,5.0,3.196e-32,19.0,3.149e-35,-3.847605213602723e-09
40000.0,3.0,3.0,3,1,0,0,0,0,8.0,1.205e-29,20.0,9.602e-21,-1.6610163175445614e-09
40000.0,3.25,3.0,3,1,0,0,0,0,-0.0,1.121e+01,19.0,2.620e-36,-2.4233774723048107e-08
40000.0,3.25,3.0,3,1,0,0,0,0,-0.0,7.312e-41,8.0,8.822e-02,-1.0895413737888049e-09
40000.0,3.25,3.0,3,1,0,0,0,0,1.0,3.849e-18,2.0,9.268e-02,-4.58036741868284e-09
40000.0,3.25,3.0,3,1,0,0,0,0,2.0,2.095e-01,15.0,1.221e-11,-4.393103741895388e-09
40000.0,3.25,3.0,3,1,0,0,0,0,3.0,1.167e-02,5.0,7.695e-30,2.012109978632992e-09
40000.0,3.25,3.0,3,1,0,0,0,0,5.0,1.636e-07,10.0,6.729e-19,4.1714338927523187e-10
40000.0,3.25,3.0,3,1,0,0,0,0,6.0,6.835e-15,12.0,7.986e-25,-6.224762233442149e-10
40000.0,3.25,3.0,3,1,0,0,0,0,6.0,1.418e-33,8.0,4.930e-04,1.8158579362381744e-09
40000.0,3.25,3.0,3,1,0,0,0,0,0.0,1.331e-24,20.0,5.581e-15,-2.0881903511904554e-08
40000.0,3.25,3.0,3,1,0,0,0,0,4.0,2.206e-25,4.0,4.778e-19,2.889800745919935e-09
40000.0,3.5,3.0,3,1,0,0,0,0,-0.0,1.174e-22,15.0,9.994e+00,-3.154292355089794e-09
40000.0,3.5,3.0,3,1,0,0,0,0,1.0,4.658e-04,15.0,1.794e-05,-1.3814319993477042e-08
40000.0,3.5,3.0,3,1,0,0,0,0,11.0,5.558e-06,7.0,2.761e-12,-1.6464983543240663e-10
40000.0,3.5,3.0,3,1,0,0,0,0,0.0,2.208e-10,7.0,2.982e-39,-1.3397172815565739e-08
40000.0,3.5,3.0,3,1,0,0,0,0,3.0,1.984e-14,14.0,3.329e+00,-3.3830547946367417e-09
40000.0,3.5,3.0,3,1,0,0,0,0,4.0,3.125e-03,12.0,5.245e-23,-1.5383225249188115e-09
40000.0,3.5,3.0,3,1,0,0,0,0,5.0,2.000e-05,8.0,1.968e-33,7.918760785985413e-10
40000.0,3.5,3.0,3,1,0,0,0,0,3.0,8.771e-38,1.0,1.646e+00,3.548766377980961e-09
40000.0,3.5,3.0,3,0,1,0,0,0,6.0,4.937e-19,41.0,3.111e-06,8.617300623070534e-10
40000.0,3.5,3.0,3,1,0,0,0,0,2.0,5.050e-07,26.0,3.261e-07,-4.337737710691236e-09
40000.0,3.75,3.0,3,1,0,0,0,0,1.0,8.495e-04,19.0,8.346e-25,-1.8421109818089754e-08
40000.0,3.75,3.0,3,1,0,0,0,0,1.0,3.200e-14,15.0,9.612e-28,-5.942100686495699e-09
40000.0,3.75,3.0,3,1,0,0,0,0,2.0,1.991e-14,16.0,1.019e+01,-6.428422141824264e-09
40000.0,3.75,3.0,3,1,0,0,0,0,1.0,6.921e-07,6.0,4.120e-02,-5.94304830348058e-09
40000.0,3.75,3.0,3,1,0,0,0,0,2.0,7.521e-07,15.0,5.266e-11,-4.726255359299714e-09
40000.0,3.75,3.0,3,1,0,0,0,0,2.0,5.547e-20,9.0,3.030e-32,1.23619087188942e-10
40000.0,3.75,3.0,3,1,0,0,0,0,2.0,1.764e-09,10.0,5.253e-02,-1.467828858459086e-09
40000.0,3.75,3.0,3,1,0,0,0,0,4.0,1.365e-39,17.0,1.162e-11,-4.423891281080117e-09
40000.0,3.75,3.0,3,1,0,0,0,0,1.0,1.287e-28,4.0,9.595e-41,-1.2029158058535216e-08
40000.0,3.75,3.0,3,1,0,0,0,0,0.0,5.006e-04,11.0,1.098e+01,-1.620674625057994e-08
40000.0,4.0,3.0,3,1,0,0,0,0,-0.0,1.757e-21,9.0,1.508e+00,-6.210852998567162e-09
40000.0,4.0,3.0,3,1,0,0,0,0,-0.0,1.144e-10,11.0,3.137e-01,-7.66066161894674e-09
40000.0,4.0,3.0,3,1,0,0,0,0,0.0,8.595e-01,13.0,2.491e-41,-2.0676414289044764e-08
40000.0,4.0,3.0,3,1,0,0,0,0,2.0,4.733e+00,22.0,4.677e-08,-7.556015174658981e-09
40000.0,4.0,3.0,3,1,0,0,0,0,2.0,2.294e-07,12.0,4.898e-02,-3.1985760290398346e-09
40000.0,4.0,3.0,3,1,0,0,0,0,3.0,2.718e+00,15.0,8.868e-08,-3.707672696640074e-09
40000.0,4.0,3.0,3,1,0,0,0,0,3.0,1.120e-03,11.0,2.361e-37,-1.8241391452900046e-09
40000.0,4.0,3.0,3,1,0,0,0,0,5.0,9.927e-36,13.0,1.462e-03,-2.537575330419095e-09
40000.0,4.0,3.0,3,1,0,0,0,0,4.0,1.750e-02,7.0,4.912e+00,1.5704628292256828e-09
40000.0,4.0,3.0,3,1,0,0,0,0,5.0,5.340e-05,1.0,2.458e-18,3.951620350384211e-09
40000.0,4.25,3.0,3,1,0,0,0,0,-0.0,4.996e-02,9.0,4.227e-43,-9.052287114341695e-09
40000.0,4.25,3.0,3,1,0,0,0,0,-0.0,3.057e-11,14.0,2.091e-06,-9.920839275090465e-09
40000.0,4.25,3.0,3,1,0,0,0,0,1.0,1.169e+00,13.0,3.701e-28,-1.2005251112667814e-08
40000.0,4.25,3.0,3,1,0,0,0,0,1.0,2.860e-26,10.0,2.809e-07,-1.8311246963165217e-09
40000.0,4.25,3.0,3,1,0,0,0,0,8.0,8.030e-16,9.0,1.804e-04,1.0836334260466707e-09
40000.0,4.25,3.0,3,1,0,0,0,0,3.0,2.803e-08,16.0,4.104e-25,-4.330060296431348e-09
40000.0,4.25,3.0,3,1,0,0,0,0,3.0,1.642e-03,9.0,1.835e-19,-5.338086500605854e-10
40000.0,4.25,3.0,3,1,0,0,0,0,2.0,2.227e-10,5.0,2.922e-31,1.6916096162722383e-09
40000.0,4.25,3.0,3,1,0,0,0,0,5.0,2.141e+00,15.0,2.030e-11,-3.3992768599944156e-09
40000.0,4.25,3.0,3,1,0,0,0,0,3.0,2.430e-03,4.0,4.992e-07,2.8811928814986842e-09
40000.0,4.5,3.0,3,1,0,0,0,0,1.0,2.316e-19,15.0,5.310e-01,-5.990125173660488e-09
40000.0,4.5,3.0,3,1,0,0,0,0,1.0,2.482e-16,9.0,1.865e+00,-1.3595435152669033e-08
40000.0,4.5,3.0,3,1,0,0,0,0,2.0,4.102e-02,9.0,9.165e-03,-4.4736421511704094e-10
40000.0,4.5,3.0,3,1,0,0,0,0,1.0,2.584e-10,9.0,3.864e-11,-1.3961349423774472e-08
40000.0,4.5,3.0,3,1,0,0,0,0,2.0,3.901e-16,11.0,2.033e-39,-1.424143677986045e-09
40000.0,4.5,3.0,3,1,0,0,0,0,3.0,2.159e-03,4.0,4.877e-06,2.909855870147915e-09
40000.0,4.5,3.0,3,1,0,0,0,0,2.0,1.435e+00,3.0,2.233e+00,3.372105303323103e-09
40000.0,4.5,3.0,3,1,0,0,0,0,4.0,1.036e-03,2.0,2.308e+00,3.753826582908459e-09
40000.0,4.5,3.0,3,1,0,0,0,0,1.0,3.572e-09,9.0,4.234e-24,-1.398654220219342e-08
40000.0,4.5,3.0,3,1,0,0,0,0,3.0,6.041e+00,4.0,9.076e+00,2.8704336824114662e-09
40000.0,4.75,3.0,3,1,0,0,0,0,1.0,4.321e-05,13.0,3.544e+00,-1.0178131143456781e-08
40000.0,4.75,3.0,3,1,0,0,0,0,1.0,5.761e-05,14.0,1.570e-07,-5.688268384096418e-09
40000.0,4.75,3.0,3,1,0,0,0,0,0.0,1.644e-31,7.0,5.436e+00,-1.4574848328230416e-08
40000.0,4.75,3.0,3,1,0,0,0,0,1.0,9.001e-25,7.0,7.987e-14,-1.316181855171017e-08
40000.0,4.75,3.0,3,1,0,0,0,0,1.0,1.355e+00,9.0,3.793e-08,-5.4985574704513596e-09
40000.0,4.75,3.0,3,1,0,0,0,0,4.0,2.977e-41,3.0,3.199e-12,2.903684043209509e-09
40000.0,4.75,3.0,3,1,0,0,0,0,5.0,1.798e-11,7.0,5.063e-31,8.528313055755632e-10
40000.0,4.75,3.0,3,1,0,0,0,0,5.0,9.854e-03,12.0,6.380e-11,-1.7261865686846178e-09
40000.0,4.75,3.0,3,1,0,0,0,0,1.0,1.120e-19,19.0,5.634e-25,-7.807202023757398e-09
40000.0,4.75,3.0,3,1,0,0,0,0,1.0,1.509e-35,12.0,8.933e-06,-4.1663598265850865e-09
