r1 r2 r3 energy
3.126575 1.831034 1.300000 -546.703286
3.202362 1.906897 1.300000 -546.706018
3.278153 1.982759 1.300000 -546.707482
3.353946 2.058621 1.300000 -546.708511
3.429743 2.134483 1.300000 -546.709060
3.505543 2.210345 1.300000 -546.709436
3.581345 2.286207 1.300000 -546.709676
3.657150 2.362069 1.300000 -546.709805
3.732957 2.437931 1.300000 -546.709890
3.808767 2.513793 1.300000 -546.709933
3.884578 2.589655 1.300000 -546.709957
3.960392 2.665517 1.300000 -546.709967
4.036207 2.741379 1.300000 -546.709970
4.112024 2.817241 1.300000 -546.709976
4.187842 2.893103 1.300000 -546.711606
4.263662 2.968966 1.300000 -546.739902
4.339484 3.044828 1.300000 -546.751030
4.415307 3.120690 1.300000 -546.754562
4.491131 3.196552 1.300000 -546.774889
4.566957 3.272414 1.300000 -546.789899
4.642783 3.348276 1.300000 -546.803083
4.718611 3.424138 1.300000 -546.811767
3.278070 1.906897 1.375862 -546.703577
3.353856 1.982759 1.375862 -546.705968
3.429645 2.058621 1.375862 -546.707650
3.505437 2.134483 1.375862 -546.708553
3.581232 2.210345 1.375862 -546.709184
3.657030 2.286207 1.375862 -546.709571
3.732831 2.362069 1.375862 -546.709755
3.808634 2.437931 1.375862 -546.709892
3.960247 2.589655 1.375862 -546.714876
4.036056 2.665517 1.375862 -546.731067
4.111868 2.741379 1.375862 -546.736730
4.187681 2.817241 1.375862 -546.737958
4.263496 2.893103 1.375862 -546.738022
4.339313 2.968966 1.375862 -546.742755
4.415131 3.044828 1.375862 -546.761296
4.490951 3.120690 1.375862 -546.783638
4.566772 3.196552 1.375862 -546.784402
4.642594 3.272414 1.375862 -546.796367
4.718418 3.348276 1.375862 -546.812460
4.794243 3.424138 1.375862 -546.823636
3.353786 1.906897 1.451724 -546.700245
3.429566 1.982759 1.451724 -546.703829
3.505351 2.058621 1.451724 -546.706398
3.581138 2.134483 1.451724 -546.707781
3.656929 2.210345 1.451724 -546.708749
3.732722 2.286207 1.451724 -546.709324
3.808519 2.362069 1.451724 -546.709641
3.884318 2.437931 1.451724 -546.709832
3.960119 2.513793 1.451724 -546.709943
4.035923 2.589655 1.451724 -546.716865
4.111728 2.665517 1.451724 -546.741385
4.187536 2.741379 1.451724 -546.753380
4.263346 2.817241 1.451724 -546.759310
4.339157 2.893103 1.451724 -546.759618
4.414971 2.968966 1.451724 -546.760072
4.490785 3.044828 1.451724 -546.759884
4.566602 3.120690 1.451724 -546.766710
4.642420 3.196552 1.451724 -546.784566
