r1 r2 r3 energy
3.126575 1.831034 1.300000 -546.643257
3.202362 1.906897 1.300000 -546.645965
3.278153 1.982759 1.300000 -546.647392
3.353946 2.058621 1.300000 -546.648381
3.429743 2.134483 1.300000 -546.648896
3.505543 2.210345 1.300000 -546.649244
3.581345 2.286207 1.300000 -546.649468
3.657150 2.362069 1.300000 -546.649594
3.732957 2.437931 1.300000 -546.649674
3.808767 2.513793 1.300000 -546.649714
3.884578 2.589655 1.300000 -546.649790
3.960392 2.665517 1.300000 -546.649861
4.036207 2.741379 1.300000 -546.649916
4.112024 2.817241 1.300000 -546.649964
4.187842 2.893103 1.300000 -546.649990
4.263662 2.968966 1.300000 -546.653930
4.339484 3.044828 1.300000 -546.672570
4.415307 3.120690 1.300000 -546.671735
4.491131 3.196552 1.300000 -546.694004
4.566957 3.272414 1.300000 -546.709321
4.642783 3.348276 1.300000 -546.722680
4.718611 3.424138 1.300000 -546.731550
3.278070 1.906897 1.375862 -546.643524
3.353856 1.982759 1.375862 -546.645909
3.429645 2.058621 1.375862 -546.647558
3.505437 2.134483 1.375862 -546.648431
3.581232 2.210345 1.375862 -546.649031
3.657030 2.286207 1.375862 -546.649387
3.732831 2.362069 1.375862 -546.649562
3.808634 2.437931 1.375862 -546.649710
3.960247 2.589655 1.375862 -546.649826
4.036056 2.665517 1.375862 -546.649873
4.111868 2.741379 1.375862 -546.649920
4.187681 2.817241 1.375862 -546.649977
4.263496 2.893103 1.375862 -546.661246
4.339313 2.968966 1.375862 -546.681010
4.415131 3.044828 1.375862 -546.694083
4.490951 3.120690 1.375862 -546.705722
4.566772 3.196552 1.375862 -546.716066
4.642594 3.272414 1.375862 -546.715424
4.718418 3.348276 1.375862 -546.731799
4.794243 3.424138 1.375862 -546.743535
3.353786 1.906897 1.451724 -546.640117
3.429566 1.982759 1.451724 -546.643739
3.505351 2.058621 1.451724 -546.646323
3.581138 2.134483 1.451724 -546.647695
3.656929 2.210345 1.451724 -546.648638
3.732722 2.286207 1.451724 -546.649183
3.808519 2.362069 1.451724 -546.649479
3.884318 2.437931 1.451724 -546.649658
3.960119 2.513793 1.451724 -546.649779
4.035923 2.589655 1.451724 -546.649853
4.111728 2.665517 1.451724 -546.649896
4.187536 2.741379 1.451724 -546.649915
4.263346 2.817241 1.451724 -546.649955
4.339157 2.893103 1.451724 -546.649998
4.414971 2.968966 1.451724 -546.677626
4.490785 3.044828 1.451724 -546.692633
4.566602 3.120690 1.451724 -546.711444
4.642420 3.196552 1.451724 -546.718996
4.718239 3.272414 1.451724 -546.726442
4.794060 3.348276 1.451724 -546.733391
4.869882 3.424138 1.451724 -546.737309
4.945705 3.500000 1.451724 -546.745317
3.581063 2.058621 1.527586 -546.643983
3.656846 2.134483 1.527586 -546.646199
3.732632 2.210345 1.527586 -546.647818
3.808421 2.286207 1.527586 -546.648746
3.884213 2.362069 1.527586 -546.649251
3.960008 2.437931 1.527586 -546.649565
4.035805 2.513793 1.527586 -546.649716
4.111605 2.589655 1.527586 -546.649834
4.187407 2.665517 1.527586 -546.649918
4.263211 2.741379 1.527586 -546.649951
4.339017 2.817241 1.527586 -546.649974
4.414825 2.893103 1.527586 -546.649978
4.490635 2.968966 1.527586 -546.654497
4.566447 3.044828 1.527586 -546.675722
4.642260 3.120690 1.527586 -546.693450
4.718075 3.196552 1.527586 -546.717263
4.793891 3.272414 1.527586 -546.724139
4.869709 3.348276 1.527586 -546.727867
4.945528 3.424138 1.527586 -546.725117
5.021348 3.500000 1.527586 -546.735438
3.656781 2.058621 1.603448 -546.640589
3.732560 2.134483 1.603448 -546.644087
3.808342 2.210345 1.603448 -546.646511
3.884127 2.286207 1.603448 -546.648041
3.959914 2.362069 1.603448 -546.648838
4.035705 2.437931 1.603448 -546.649370
4.111498 2.513793 1.603448 -546.649624
4.187294 2.589655 1.603448 -546.649794
4.263092 2.665517 1.603448 -546.649885
4.338893 2.741379 1.603448 -546.649949
4.414695 2.817241 1.603448 -546.649995
4.490500 2.893103 1.603448 -546.656855
4.566306 2.968966 1.603448 -546.660044
4.642115 3.044828 1.603448 -546.662022
4.717925 3.120690 1.603448 -546.675417
4.793736 3.196552 1.603448 -546.691820
4.869550 3.272414 1.603448 -546.710578
4.945364 3.348276 1.603448 -546.724999
5.021180 3.424138 1.603448 -546.730227
5.096998 3.500000 1.603448 -546.730469
3.808280 2.134483 1.679310 -546.640292
3.884057 2.210345 1.679310 -546.644311
3.959838 2.286207 1.679310 -546.646647
4.035622 2.362069 1.679310 -546.647965
4.111408 2.437931 1.679310 -546.648914
4.187198 2.513793 1.679310 -546.649374
4.262990 2.589655 1.679310 -546.649690
4.338784 2.665517 1.679310 -546.649852
4.414581 2.741379 1.679310 -546.649926
4.490380 2.817241 1.679310 -546.649976
4.566181 2.893103 1.679310 -546.658785
4.641984 2.968966 1.679310 -546.674257
4.717789 3.044828 1.679310 -546.678353
4.793596 3.120690 1.679310 -546.680265
4.869404 3.196552 1.679310 -546.687054
4.945214 3.272414 1.679310 -546.689731
5.021026 3.348276 1.679310 -546.703769
5.096839 3.424138 1.679310 -546.719609
5.172654 3.500000 1.679310 -546.724729
3.959778 2.210345 1.755172 -546.641217
4.035555 2.286207 1.755172 -546.644863
4.111334 2.362069 1.755172 -546.646814
4.187117 2.437931 1.755172 -546.648193
4.262903 2.513793 1.755172 -546.648948
4.338691 2.589655 1.755172 -546.649481
4.414481 2.665517 1.755172 -546.649766
4.490275 2.741379 1.755172 -546.649894
4.566070 2.817241 1.755172 -546.649972
4.641868 2.893103 1.755172 -546.653409
4.717667 2.968966 1.755172 -546.669743
4.793469 3.044828 1.755172 -546.681336
4.869272 3.120690 1.755172 -546.689301
4.945078 3.196552 1.755172 -546.691671
5.020885 3.272414 1.755172 -546.695829
5.096693 3.348276 1.755172 -546.699769
5.172504 3.424138 1.755172 -546.698814
5.248315 3.500000 1.755172 -546.714555
3.126575 1.300000 1.831034 -546.643229
4.111277 2.286207 1.831034 -546.641528
4.187053 2.362069 1.831034 -546.644710
4.262831 2.437931 1.831034 -546.646949
4.338613 2.513793 1.831034 -546.648162
4.414397 2.589655 1.831034 -546.649014
4.490184 2.665517 1.831034 -546.649534
4.565974 2.741379 1.831034 -546.649784
4.641766 2.817241 1.831034 -546.649933
4.717560 2.893103 1.831034 -546.651801
4.793356 2.968966 1.831034 -546.679305
4.869155 3.044828 1.831034 -546.683350
4.944955 3.120690 1.831034 -546.690219
5.020757 3.196552 1.831034 -546.700538
5.096561 3.272414 1.831034 -546.702800
5.172367 3.348276 1.831034 -546.702162
5.248174 3.424138 1.831034 -546.706796
5.323983 3.500000 1.831034 -546.699364
3.202362 1.300000 1.906897 -546.645971
3.278070 1.375862 1.906897 -546.643542
3.353786 1.451724 1.906897 -546.640126
4.262776 2.362069 1.906897 -546.641264
4.338551 2.437931 1.906897 -546.644916
4.414329 2.513793 1.906897 -546.646881
4.490109 2.589655 1.906897 -546.648278
4.565893 2.665517 1.906897 -546.649098
4.641679 2.741379 1.906897 -546.649533
4.717467 2.817241 1.906897 -546.649823
4.793258 2.893103 1.906897 -546.649952
4.869051 2.968966 1.906897 -546.672237
4.944846 3.044828 1.906897 -546.696214
5.020643 3.120690 1.906897 -546.700946
5.096442 3.196552 1.906897 -546.705525
5.172243 3.272414 1.906897 -546.704221
5.248045 3.348276 1.906897 -546.708590
5.323850 3.424138 1.906897 -546.706916
5.399656 3.500000 1.906897 -546.706144
3.278153 1.300000 1.982759 -546.647365
3.353856 1.375862 1.982759 -546.645860
3.429566 1.451724 1.982759 -546.643626
4.414275 2.437931 1.982759 -546.641878
